gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
CYB5R2	100503	853	13	82240	21320	0	1	0	0	50	6	2255520	2.972944e-01	1
NLRP9	1024341	362	-13	285800	75400	0	3	1	0	50	9	1761880	2.974768e-01	1
RNF113A	772178	NaN	38	98120	25960	0	1	0	0	50	5	2538480	2.976139e-01	1
UEVLD	630607	341	24	138960	36480	0	1	0	0	50	2	2622480	2.976816e-01	1
ULK1	374096	180	23	298400	92920	0	1	0	0	50	6	3006440	2.982310e-01	1
SIGMAR1	731413	298	51	62640	19680	0	1	0	0	50	7	1827120	2.982626e-01	1
AARS	1335968	139	42	279480	78960	0	2	0	0	50	4	2532520	2.983700e-01	1
OR4L1	383274	768	-37	87240	25440	0	1	0	0	50	5	2104080	2.986790e-01	1
C1QL1	1037808	191	34	70560	23160	0	1	0	0	50	9	2008600	2.989825e-01	1
GRIK1	71816	904	-14	281840	75880	0	3	0	0	50	10	2669400	2.992115e-01	1
CUL4B	416744	NaN	14	273720	66720	0	2	0	0	50	4	2589320	2.998839e-01	1
OR9G4	384896	828	-34	90320	27640	0	1	0	0	50	4	2143400	3.001580e-01	1
ESYT2	286663	344	1	256880	75280	0	2	0	0	50	6	2890920	3.004180e-01	1
GLT1D1	34971	1008	-16	77920	21800	0	1	0	0	50	11	2274560	3.004392e-01	1
BSPRY	390186	297	36	113360	34360	0	1	0	0	50	2	2178840	3.004635e-01	1
SIAH1	170149	392	3	88000	25520	0	1	0	0	50	10	2462280	3.004763e-01	1
OR2T6	104321	936	-39	86440	24800	0	1	0	0	50	5	2049320	3.005368e-01	1
CTSH	421272	488	45	101360	25120	0	1	0	0	50	6	2569440	3.005412e-01	1
DGCR6	621867	545	-1	62600	18880	0	1	0	0	50	11	2552160	3.005960e-01	1
REG1B	10958	1389	-22	50400	12120	0	1	0	0	50	15	1969520	3.007934e-01	1
NAPEPLD	594757	579	34	114960	29280	0	1	0	0	50	4	2631600	3.009482e-01	1
CHPT1	347543	338	8	120640	34160	0	1	0	0	50	3	2505080	3.009967e-01	1
SCAI	951391	290	31	186880	48560	0	1	0	0	50	10	2223680	3.011470e-01	1
SEMA4A	2294665	211	39	216120	64920	0	2	0	0	50	6	2380320	3.011596e-01	1
MAGEA3	201810	NaN	-3	87840	26040	0	1	0	0	50	3	1821800	3.013114e-01	1
E2F6	342110	196	26	82360	22040	0	1	0	0	50	7	2933080	3.015855e-01	1
WDR44	131060	NaN	25	267640	70520	0	2	0	0	50	7	1937960	3.018912e-01	1
EPAS1	375634	213	28	252520	68240	0	2	0	0	50	6	2747680	3.019203e-01	1
FRMPD2	112127	451	35	378200	106840	0	2	0	0	50	8	2538400	3.020345e-01	1
MFF	251488	144	18	98640	28680	0	1	0	0	50	6	2369760	3.022917e-01	1
PAX7	520847	598	28	158080	47240	0	1	0	0	50	1	2581200	3.023723e-01	1
LRRC59	1335838	196	24	87800	25960	0	1	0	0	50	10	2579760	3.033158e-01	1
PMS1	424679	385	20	273760	67880	0	2	0	0	50	3	2320120	3.034860e-01	1
ATP6V0D1	1099149	153	45	102920	27400	0	1	0	0	50	5	2226480	3.036807e-01	1
COLEC12	587478	572	14	213280	58520	0	2	0	0	50	6	2397320	3.038538e-01	1
TBX19	410552	299	20	127520	37720	0	1	0	0	50	2	2457560	3.038709e-01	1
NEUROD4	115336	828	15	93360	26640	0	1	0	0	40	1	1580680	3.038906e-01	1
LONRF2	94009	703	5	213120	63960	0	2	1	0	50	8	2667600	3.041228e-01	1
CSNK1A1L	156140	631	31	96440	25240	0	1	0	0	50	8	2499280	3.042021e-01	1
ROCK2	495833	170	25	417440	97960	0	3	0	0	50	9	2567280	3.042052e-01	1
GRIA3	226353	NaN	-6	271640	72040	0	1	1	0	50	7	2528720	3.050640e-01	1
PYGM	2261775	230	61	244880	67720	0	2	0	0	50	6	2600640	3.051388e-01	1
MTFR1	146207	407	16	107040	30000	0	1	0	0	50	2	2094160	3.051877e-01	1
TAS2R16	54952	972	-23	82400	23200	0	1	0	0	50	17	2817240	3.052258e-01	1
FAM186B	2227486	224	53	254960	70000	0	1	1	0	50	8	2559360	3.053678e-01	1
MAGEB18	33808	NaN	-25	97800	27000	0	1	0	0	50	8	3194280	3.055695e-01	1
NAT10	769733	358	33	299160	83640	0	1	0	0	50	4	2312840	3.055723e-01	1
MYO5A	517214	386	19	547400	139960	0	3	0	0	50	1	2339880	3.056196e-01	1
MSL3	53978	NaN	41	162240	40800	0	1	0	0	50	13	2474520	3.056236e-01	1
OR52B4	363779	797	-8	88080	25800	0	1	1	0	31	2	1530680	3.056663e-01	1
CPSF7	1394229	286	57	145280	45160	0	2	0	0	50	8	2013600	3.056704e-01	1
IL12RB1	1291557	226	34	203360	58720	0	1	0	0	50	7	2092120	3.058516e-01	1
OR51D1	212267	935	-3	88160	29320	0	1	0	0	50	6	2398040	3.059084e-01	1
SFXN5	453374	421	27	99280	29720	0	1	0	0	50	9	2690400	3.060692e-01	1
CD47	288227	650	5	96320	25600	0	1	0	0	50	5	2439520	3.063661e-01	1
SLC25A42	1293709	215	30	89560	28640	0	1	1	0	50	6	2518320	3.064701e-01	1
JKAMP	168237	606	12	90560	24640	0	1	0	0	50	4	2107600	3.067248e-01	1
SLFN11	761918	456	11	256200	70440	0	2	0	0	50	2	1907040	3.068215e-01	1
KIAA1045	676166	394	23	114480	33240	0	1	0	0	50	6	3419400	3.070538e-01	1
CTSS	1818753	188	35	97640	25120	0	1	0	0	50	5	2626520	3.071418e-01	1
DCAF12L2	11596	NaN	-29	125560	41480	0	2	0	0	50	18	2595240	3.071505e-01	1
RNF157	1737490	208	23	198360	55320	0	2	0	0	50	10	2936760	3.075198e-01	1
C10orf120	321415	530	1	97440	24960	0	1	0	0	50	9	2692680	3.078914e-01	1
RCHY1	461415	491	19	81800	16360	0	1	0	0	50	7	2297520	3.081898e-01	1
MRPL19	138530	559	2	85640	22480	0	1	0	0	50	7	2772960	3.083004e-01	1
EVI2B	NaN	NaN	NaN	124600	37520	0	1	0	0	50	11	4492080	3.083500e-01	1
BIRC8	427680	921	-46	67760	17800	0	1	0	0	50	10	1947120	3.085135e-01	1
HAX1	1653296	236	29	81680	22000	0	1	0	0	50	8	2580080	3.086482e-01	1
ST8SIA3	298355	599	9	109160	29440	0	1	0	0	50	8	2568000	3.086917e-01	1
LPAR1	247269	624	21	102760	29720	0	1	0	0	50	4	2044640	3.087475e-01	1
OR2T4	104321	936	-39	97640	28000	0	1	0	0	50	5	2049320	3.092836e-01	1
GPR35	837485	485	35	82720	28880	0	1	0	0	50	6	2133440	3.098537e-01	1
TPM2	1202125	248	37	101800	24680	0	1	0	0	50	4	2335600	3.101520e-01	1
OR52D1	99343	946	-2	86920	28400	0	1	0	0	50	6	2432920	3.101585e-01	1
CD320	778783	209	14	78280	25760	0	1	0	0	50	8	2578120	3.102120e-01	1
NARFL	1207790	194	33	137480	39280	0	1	0	0	50	3	2529080	3.102149e-01	1
ALX4	301098	575	9	115080	34680	0	1	0	0	50	4	2335440	3.103230e-01	1
DSN1	794301	231	64	106720	26600	0	1	0	0	50	2	1991080	3.103580e-01	1
ZNF468	557083	1008	-39	152480	37240	0	3	1	0	36	10	1651360	3.103999e-01	1
NCK1	181954	195	20	109520	28000	0	1	0	0	50	5	2292200	3.108667e-01	1
KCNJ14	1418188	209	41	119000	39280	0	1	0	0	50	7	3660000	3.110806e-01	1
GJC1	1162976	172	29	112560	30840	0	1	0	0	50	3	2227840	3.112546e-01	1
STK17B	140953	373	14	109240	28400	0	1	1	0	50	2	2087560	3.113132e-01	1
WDR53	1180405	156	30	101120	29320	0	1	0	0	50	6	2261800	3.116526e-01	1
IRF8	407770	461	27	123480	33960	0	1	0	0	50	6	2881320	3.119833e-01	1
SEPHS1	246468	433	33	113680	31640	0	1	0	0	50	6	2669560	3.125149e-01	1
SNAI1	575200	181	51	73880	22720	0	1	0	0	50	8	2290080	3.126153e-01	1
RFC2	997452	202	51	104520	28320	0	1	1	0	50	2	1841120	3.129379e-01	1
TIGIT	369332	614	19	69280	20600	0	1	0	0	50	11	2283760	3.132708e-01	1
TMEM174	447937	584	21	67960	20600	0	1	0	0	50	15	2268480	3.135185e-01	1
UBE3B	430972	428	37	310880	86440	0	1	0	0	50	4	2479000	3.139263e-01	1
VILL	318742	457	24	248680	68720	0	1	0	0	50	8	2750280	3.139588e-01	1
HOXD10	242935	874	15	97400	26080	0	1	0	0	50	6	2188760	3.145259e-01	1
OR4M1	275024	858	-57	86640	26280	0	1	0	0	50	7	2047720	3.145370e-01	1
SPEF2	140884	598	-5	540840	135240	0	2	0	0	50	4	2514800	3.146292e-01	1
TAF7L	404269	NaN	29	140280	32400	0	1	0	0	50	3	2437440	3.149225e-01	1
ZNF678	606105	575	-6	170320	40280	0	2	0	0	50	10	2447720	3.154147e-01	1
FAM76B	298879	467	2	103120	23600	0	1	0	0	50	10	2812400	3.157509e-01	1
UNG	595266	487	20	100000	28520	0	1	1	0	42	2	1715360	3.157755e-01	1
FAM92B	553233	273	36	89080	24080	0	1	0	0	50	8	2321880	3.158228e-01	1
SFMBT2	169112	363	12	261280	70520	0	1	0	0	50	7	2357320	3.158570e-01	1
ADK	622159	598	40	110320	27320	0	1	0	0	50	7	2885400	3.158799e-01	1
CP	388273	312	10	314520	77880	0	2	0	0	50	3	2538520	3.159170e-01	1
SLC35C2	543487	612	42	103840	31760	0	1	0	0	50	5	2579360	3.159295e-01	1
SUMF1	155099	172	10	107680	31400	0	1	0	0	50	5	2432800	3.160177e-01	1
REEP4	584373	219	34	74360	21880	0	1	0	0	50	8	2396640	3.162214e-01	1
RNF126	1832767	218	10	89440	26720	0	1	0	0	29	5	1910640	3.166205e-01	1
FAM171A1	211657	716	8	249960	74400	0	2	0	0	50	6	2744680	3.167605e-01	1
ISL1	27991	1083	-28	101440	26960	0	1	0	0	50	10	3083200	3.168562e-01	1
OR13C3	146816	930	-33	96520	28760	0	1	0	0	50	6	2017520	3.171070e-01	1
GMNN	422850	362	40	62640	15840	0	1	0	0	50	10	2711360	3.173502e-01	1
FAM71F2	875359	304	30	88000	25760	0	1	0	0	50	5	2217800	3.175047e-01	1
CACNG7	813774	360	-33	79000	22520	0	1	0	0	50	11	2519880	3.175726e-01	1
PON3	135737	327	-2	104040	28080	0	1	0	0	50	6	2589560	3.176760e-01	1
C7orf26	NaN	NaN	NaN	125800	38600	0	1	0	0	50	11	4493160	3.177177e-01	1
SUN5	461222	461	40	114560	28480	0	1	0	0	50	7	2764600	3.180719e-01	1
PELI1	379419	441	35	120520	33200	0	1	0	0	50	2	2193960	3.181175e-01	1
OR13C9	147494	920	-31	89320	25400	0	1	0	0	50	6	2249120	3.181486e-01	1
TUFT1	1379189	176	30	117080	29680	0	1	0	0	50	6	2664640	3.182616e-01	1
RCE1	1628594	187	29	92480	29920	0	1	0	0	50	7	2298560	3.184055e-01	1
AIFM2	484729	425	25	106280	32200	0	1	0	0	50	7	2456960	3.186909e-01	1
PRELP	529605	314	28	106000	32840	0	1	0	0	50	6	2290000	3.188141e-01	1
PSMA8	168448	577	57	75560	19840	0	1	0	0	50	6	1860800	3.188639e-01	1
VPS53	486092	514	7	244800	66720	0	1	0	0	50	7	2225840	3.188802e-01	1
MYF6	27810	974	-1	68560	20120	0	1	0	0	50	15	2279800	3.191319e-01	1
CCDC74B	348702	548	13	108400	32360	0	1	0	0	50	4	2209480	3.191402e-01	1
KCNIP1	52578	618	31	78920	17800	0	1	0	0	50	10	2562360	3.192695e-01	1
LONRF3	571717	NaN	27	216680	61960	0	1	0	0	50	8	2400640	3.193023e-01	1
HNRNPUL2	2425755	248	51	216480	59040	0	1	1	0	50	9	2248040	3.193517e-01	1
GMDS	160107	647	20	109880	29200	0	1	0	0	50	3	2224200	3.194647e-01	1
CTNNA1	1432876	380	39	263160	71520	0	2	0	0	50	13	2284000	3.197282e-01	1
FAM47C	71087	NaN	-10	280600	92600	0	4	1	0	50	10	3554520	3.197519e-01	1
SNX11	1195543	255	11	78360	22080	0	1	0	0	50	7	2324640	3.198670e-01	1
SLC19A3	164044	353	-10	141280	40040	0	1	0	0	50	4	2584840	3.199550e-01	1
APBB2	227095	394	39	220520	60280	0	2	1	0	50	6	2236640	3.200288e-01	1
EIF3I	1460758	218	29	97960	24440	0	1	0	0	50	5	2436480	3.203931e-01	1
RPS4X	374992	NaN	53	76840	21560	0	1	0	0	50	5	1816240	3.210629e-01	1
IGSF11	197243	714	3	126640	38360	0	1	0	0	50	6	2702080	3.213838e-01	1
SNTG2	78833	824	-24	159080	43000	0	2	0	0	50	10	2035520	3.220538e-01	1
ATP1B3	467997	345	28	82520	21160	0	1	0	0	50	6	2268080	3.221185e-01	1
CDHR5	1774224	236	57	233640	77640	0	5	0	0	50	7	2007600	3.221927e-01	1
FOSL2	465927	197	30	90040	29120	0	1	1	0	50	8	2453040	3.225765e-01	1
AR	106188	NaN	-7	260480	77080	0	2	0	0	47	4	2255680	3.225884e-01	1
COL3A1	205492	515	-5	414920	137200	0	2	0	0	39	2	1722600	3.229068e-01	1
ST13	894425	269	44	111640	26840	0	1	0	0	50	4	2659480	3.229578e-01	1
RRP1B	892193	157	72	220440	60000	0	1	0	0	41	8	2086640	3.230950e-01	1
ZNF479	13773	995	-29	153560	37360	0	3	0	0	50	15	2688280	3.231909e-01	1
MSH2	793002	406	28	273120	70920	0	1	0	0	50	8	2969280	3.233340e-01	1
ZNF784	1077402	254	-10	87720	29640	0	1	0	0	50	4	1914720	3.233884e-01	1
CYFIP1	352283	539	-19	403320	108000	0	1	0	0	50	5	3070560	3.234742e-01	1
MMP26	97256	1024	-11	77520	19440	0	1	0	0	50	10	2845480	3.236212e-01	1
CD2	697845	431	21	101560	27320	0	1	0	0	50	5	2637600	3.237492e-01	1
PRKAR2B	231025	644	17	122760	32880	0	1	0	0	50	3	2412440	3.239364e-01	1
OXER1	343875	378	28	112880	40000	0	1	0	0	50	5	2670040	3.242024e-01	1
ZNF780A	1181917	521	22	205560	49320	0	2	0	0	50	8	2575200	3.242337e-01	1
GAPDH	2764720	179	42	97200	27600	0	1	0	0	50	9	2914200	3.243544e-01	1
ARHGAP4	2328608	NaN	27	280520	85600	0	2	0	0	50	8	2959880	3.244055e-01	1
DDRGK1	909603	255	55	90640	26840	0	1	0	0	50	4	1923680	3.244270e-01	1
DENND5B	300830	361	17	369720	98880	0	2	0	0	47	2	2562880	3.244458e-01	1
RBM26	161846	521	30	285240	77760	0	2	0	0	50	4	2663160	3.244708e-01	1
CCDC85A	63834	739	-15	156520	45320	0	1	1	0	26	8	1463800	3.246232e-01	1
TMEM164	216187	NaN	42	84520	25160	0	1	0	0	50	7	2365000	3.251326e-01	1
TAS2R1	349235	840	-18	83520	24480	0	1	0	0	50	6	2206560	3.252259e-01	1
NDC80	374218	390	-0	193680	45720	0	3	0	0	50	11	2153560	3.252698e-01	1
IL3RA	NaN	NaN	NaN	115440	30360	0	1	0	0	50	11	4484920	3.255215e-01	1
CCDC37	295496	600	35	181680	46320	0	1	1	0	32	2	1168400	3.256925e-01	1
SOX2	39313	1104	-14	88440	26040	0	1	0	0	50	13	3228640	3.257260e-01	1
KIF5B	360559	166	29	289400	69640	0	1	0	0	50	7	2526200	3.259048e-01	1
ASPN	NaN	NaN	NaN	112200	28320	0	1	0	0	50	11	4482880	3.262268e-01	1
ADCY4	906124	173	39	305320	94760	0	1	1	0	50	5	2336000	3.263150e-01	1
SLC25A21	68926	481	-44	89120	23680	0	1	0	0	50	7	2354760	3.263638e-01	1
PAX4	411207	619	-7	96200	31480	0	1	0	0	50	3	1690840	3.264311e-01	1
SERPINE2	314351	346	11	119040	32760	0	1	0	0	50	4	2385800	3.264742e-01	1
TMIGD2	2127558	220	33	80760	23280	0	1	0	0	50	9	1949680	3.265927e-01	1
LMAN2	942017	227	53	103000	28880	0	1	0	0	50	4	2228120	3.268099e-01	1
SESN2	766835	170	29	136960	40520	0	1	0	0	50	3	2616800	3.269261e-01	1
ST3GAL5	1164530	216	51	123320	32440	0	1	0	0	50	4	2518000	3.269735e-01	1
MST1R	1289886	170	38	387560	125920	0	3	0	0	50	6	2404680	3.271923e-01	1
CIAPIN1	749108	159	39	90680	25840	0	1	0	0	50	4	2064440	3.271946e-01	1
CTNNA3	14523	1168	-41	260880	69840	0	3	0	0	37	6	1767000	3.272643e-01	1
ZNF331	605686	808	-54	136160	32320	0	1	0	0	50	13	1916120	3.273907e-01	1
SUV39H2	255711	396	38	102200	26080	0	1	0	0	50	6	2315400	3.275297e-01	1
C2orf78	1124858	404	43	255520	77720	0	2	0	0	50	4	2236440	3.276493e-01	1
ZNF92	300914	894	18	172640	40120	0	2	1	0	36	5	1562320	3.276647e-01	1
OR2G2	204354	957	-25	86960	27400	0	1	0	0	50	11	2901040	3.277633e-01	1
CCBE1	257439	491	24	117760	33800	0	1	0	0	50	4	2277440	3.278570e-01	1
CPPED1	75434	797	-3	90400	24440	0	1	0	0	50	7	2631240	3.282081e-01	1
CX3CR1	159083	507	38	109400	31000	0	1	0	0	50	7	2449880	3.283636e-01	1
KRTAP9-4	1149433	468	-14	44560	11480	0	1	0	0	50	30	1891520	3.284013e-01	1
SALL4	166846	214	-9	292160	88960	0	1	0	0	50	7	2546000	3.284359e-01	1
BEST3	499701	394	14	192200	52960	0	3	1	0	50	9	2221920	3.285172e-01	1
ZNF813	361546	876	-58	179840	44080	0	2	1	0	50	8	2143360	3.286204e-01	1
C7orf57	127890	364	24	87000	23280	0	1	0	0	50	8	2259840	3.286625e-01	1
GPATCH2	42648	1015	-18	155000	40000	0	2	0	0	50	8	2294800	3.288351e-01	1
GPR143	125267	NaN	2	114400	35240	0	1	0	0	50	4	2171680	3.292970e-01	1
AADACL2	91028	611	-5	115240	31400	0	1	0	0	50	4	2559760	3.294401e-01	1
KCNJ11	454503	598	14	107040	33720	0	1	0	0	50	5	2313640	3.294631e-01	1
PDGFD	19576	992	-10	107840	28600	0	1	0	0	50	10	2743400	3.294970e-01	1
DEDD	NaN	NaN	NaN	90400	26360	0	1	1	0	28	2	1490680	3.294990e-01	1
RBM5	965735	196	35	243520	61760	0	3	0	0	50	7	2510480	3.301429e-01	1
SCD	1162653	171	42	103360	28640	0	1	0	0	50	8	2473760	3.301853e-01	1
PBX3	491989	545	36	126280	34160	0	1	0	0	50	4	2413640	3.302751e-01	1
NR1H4	191698	787	-6	139920	34680	0	1	0	0	50	2	2219600	3.302936e-01	1
OR6K3	175690	966	2	88160	25360	0	1	0	0	50	12	2405440	3.303106e-01	1
UGT1A4	NaN	NaN	NaN	150640	44120	0	1	0	0	50	11	4498680	3.303654e-01	1
BRMS1	1963418	182	55	87960	22320	0	1	0	0	50	7	2357840	3.306388e-01	1
WDR55	774470	356	31	109280	31840	0	1	0	0	50	4	2335520	3.309262e-01	1
PKN3	1865107	197	38	251720	78760	0	2	0	0	50	7	2687960	3.312752e-01	1
FASLG	116331	506	7	79600	23360	0	1	0	0	50	8	2411880	3.313727e-01	1
LIPA	254295	263	31	118360	29840	0	1	0	0	50	4	2110280	3.314004e-01	1
RFFL	439420	504	19	105040	28880	0	1	0	0	50	6	2185600	3.314452e-01	1
DCBLD1	189294	465	9	172640	46480	0	1	0	0	50	1	2547480	3.321065e-01	1
E2F8	132848	504	16	246680	71080	0	2	0	0	50	4	2088360	3.321287e-01	1
OR2M5	19998	935	-32	86680	25880	0	1	0	0	50	11	2119360	3.328859e-01	1
NUFIP1	685617	360	32	146360	36760	0	1	0	0	50	3	2781360	3.329843e-01	1
SGSM3	469297	355	56	217040	62560	0	2	0	0	22	4	999160	3.331462e-01	1
OR10C1	404210	854	21	83320	29240	0	1	1	0	50	7	1867000	3.334285e-01	1
HOXD9	242935	874	15	96000	31800	0	1	0	0	50	6	2188760	3.334904e-01	1
UNCX	748119	384	40	141680	50680	0	1	0	0	50	5	2944240	3.335431e-01	1
NLE1	516190	504	23	139880	41080	0	1	0	0	50	3	2418720	3.336242e-01	1
OR7G1	311030	471	-63	92400	28320	0	1	0	0	42	12	2783320	3.336362e-01	1
GPR34	531498	NaN	45	108280	30200	0	1	0	0	50	9	2807200	3.336440e-01	1
INTS4	577731	361	32	280400	77440	0	2	1	0	50	6	2889560	3.337392e-01	1
UBE3C	389401	334	9	315560	85240	0	2	0	0	50	4	2713800	3.341098e-01	1
TRUB2	1813435	201	46	94440	28680	0	1	0	0	50	6	2342760	3.341268e-01	1
FAM45A	721947	194	19	104880	28080	0	1	0	0	50	9	2666600	3.342254e-01	1
ZNF404	464802	286	11	161360	37120	0	1	0	0	50	2	2580240	3.344685e-01	1
ARFIP1	218185	385	33	109480	29000	0	1	0	0	50	6	2361040	3.347480e-01	1
SSBP2	159943	864	23	109440	28560	0	1	0	0	50	12	3069520	3.349860e-01	1
ADPRHL2	853740	282	27	102520	31160	0	1	0	0	50	6	2654840	3.350132e-01	1
PPAP2A	345749	277	33	97160	26920	0	1	0	0	50	5	2305400	3.352212e-01	1
BTNL2	1582117	580	27	129760	36800	0	1	0	0	50	4	2407200	3.352484e-01	1
RPF2	343624	410	29	92560	22760	0	1	0	0	50	7	2624120	3.353510e-01	1
CYSLTR1	486217	NaN	-9	96200	26200	0	1	0	0	50	9	2291560	3.357284e-01	1
ADCK1	427928	517	24	151040	42400	0	1	0	0	50	3	2850760	3.357596e-01	1
ZNF578	547660	989	-53	173320	40880	0	3	0	0	50	14	2162680	3.358229e-01	1
SLC1A4	653388	340	36	146200	49040	0	1	0	0	50	3	2660640	3.359308e-01	1
HSDL2	458381	341	17	124760	31120	0	1	0	0	50	3	2188520	3.361768e-01	1
CYB5RL	465615	313	26	91480	25160	0	1	0	0	50	9	2065320	3.361911e-01	1
ACP5	1152381	272	31	90760	28280	0	1	0	0	50	9	2201560	3.362800e-01	1
ZNF138	213856	1035	-19	108960	24600	0	1	0	0	50	7	2437920	3.366535e-01	1
TMEM120B	796879	190	43	101760	25920	0	1	0	0	50	4	1949920	3.366562e-01	1
ANGPTL1	NaN	NaN	NaN	142920	36120	0	1	0	0	50	11	4490680	3.367842e-01	1
TCEAL2	132641	NaN	4	66640	15920	0	3	1	0	20	5	640080	3.369025e-01	1
GMPPA	559651	403	32	122400	35400	0	1	0	0	50	2	1998000	3.369163e-01	1
OTUD6A	166632	NaN	16	81560	22720	0	1	0	0	50	9	2398760	3.369425e-01	1
MST1	1551582	271	48	210720	59280	0	2	0	0	29	4	1683160	3.369521e-01	1
EBF4	NaN	NaN	NaN	171640	52160	0	1	0	0	50	11	4506720	3.373184e-01	1
NEU2	410526	294	33	104640	32880	0	1	1	0	50	7	2204600	3.373364e-01	1
UNK	1806586	178	31	253200	73800	0	4	0	0	50	7	2258760	3.381290e-01	1
TMEM132A	798818	512	52	276080	97720	0	2	0	0	50	6	2758480	3.381518e-01	1
CEP152	418237	340	6	490640	117400	0	4	1	0	50	3	2507320	3.385508e-01	1
SDCCAG8	182671	1011	0	216960	50400	0	1	0	0	50	8	2124720	3.386393e-01	1
ELAC2	93345	606	-52	241800	66960	0	1	1	0	47	10	2423720	3.388671e-01	1
CCDC158	539298	436	24	328840	83240	0	2	0	0	50	2	2280840	3.389309e-01	1
PPP1CC	796153	347	50	95560	23960	0	1	0	0	50	8	2204760	3.391696e-01	1
RPL7A	1827885	416	28	77840	22120	0	1	0	0	50	7	1926440	3.395186e-01	1
DGAT2	534135	418	46	111400	32000	0	1	0	0	50	5	2534600	3.395430e-01	1
FAM5C	6711	1261	-26	220400	59080	0	1	0	0	50	11	2292840	3.395865e-01	1
CRYZL1	909314	375	58	105160	26600	0	1	0	0	50	3	2038280	3.396790e-01	1
MOGAT1	251851	308	19	97800	26040	0	1	0	0	42	5	1834880	3.399995e-01	1
OR5H1	200002	811	-15	87440	25360	0	1	0	0	33	4	1693080	3.401070e-01	1
PDE4A	1956832	207	38	290760	89400	0	2	0	0	50	5	2640160	3.401591e-01	1
TRIM5	134136	838	5	164560	44840	0	1	0	0	50	12	2148960	3.408336e-01	1
RHD	642678	270	36	119320	35720	0	1	0	0	50	4	2315920	3.409835e-01	1
PPIP5K2	204934	549	16	360320	93640	0	1	0	0	50	4	2484880	3.413941e-01	1
SLC26A8	876298	407	33	281080	77600	0	3	0	0	50	7	2464080	3.415912e-01	1
ZNF277	169396	550	-8	136720	30920	0	1	0	0	50	4	2492600	3.416478e-01	1
OR13C2	147494	920	-31	89200	25520	0	1	0	0	50	6	2249120	3.419724e-01	1
TMEM59	438316	201	29	94440	25560	0	1	0	0	50	8	2595600	3.421877e-01	1
REST	590352	569	37	313360	83600	0	2	0	0	50	5	2971160	3.422576e-01	1
ATP1B4	484939	NaN	23	106400	26080	0	1	0	0	50	4	1842040	3.423518e-01	1
DAO	494991	393	49	101400	28680	0	1	0	0	50	8	2712920	3.425018e-01	1
OR8D1	154391	921	-14	85120	26000	0	1	0	0	50	8	2175560	3.425636e-01	1
TOR1A	600401	187	44	96360	25680	0	1	0	0	50	8	2406720	3.427837e-01	1
DDX52	585337	340	23	176640	46320	0	1	0	0	50	1	2435560	3.430613e-01	1
OR2J3	155147	738	1	85400	26800	0	1	0	0	50	9	2785280	3.435109e-01	1
OR10A3	105341	679	6	86960	26320	0	1	0	0	50	13	2797560	3.436657e-01	1
ERCC4	125854	251	11	262240	72920	0	2	0	0	50	5	2453920	3.436805e-01	1
VPS45	1181361	309	32	167280	45000	0	1	0	0	50	12	2167920	3.436995e-01	1
ANGPTL2	NaN	NaN	NaN	140280	39480	0	1	0	0	50	11	4494040	3.440440e-01	1
PRKD1	23615	1041	-39	265480	71360	0	1	0	0	50	10	2703360	3.441043e-01	1
OR4C12	11630	1171	-38	86520	25560	0	1	0	0	50	9	2364880	3.441291e-01	1
ESRRA	1613996	257	65	116400	39120	0	1	0	0	50	4	2396000	3.442360e-01	1
FAM50B	271690	208	30	91960	25880	0	1	0	0	50	6	2341720	3.442968e-01	1
BARHL2	82474	897	-4	108000	32880	0	1	1	0	50	7	2416240	3.443582e-01	1
CFP	775214	NaN	38	135080	38680	0	1	0	0	50	5	2647320	3.444102e-01	1
CHST6	488582	225	6	105120	37920	0	1	0	0	50	7	2732280	3.445242e-01	1
BCKDK	1296884	351	35	118120	35600	0	1	0	0	50	7	2518760	3.445282e-01	1
ZMPSTE24	627703	373	18	139040	36640	0	1	1	0	50	3	2415360	3.446483e-01	1
TTLL12	624112	241	48	186760	51920	0	2	1	0	50	11	2532320	3.447012e-01	1
EMB	72996	1229	-3	97400	24520	0	1	0	0	50	5	2151040	3.452841e-01	1
TRIM21	264090	862	-7	136960	37280	0	1	0	0	50	3	2602440	3.453090e-01	1
ZNF594	1391000	384	20	236200	55160	0	2	0	0	50	7	2566040	3.453415e-01	1
RHBDL2	603263	318	27	88760	23560	0	1	0	0	50	7	2130240	3.453882e-01	1
RASAL2	168177	435	-9	371280	102360	0	2	0	0	50	6	2252760	3.455720e-01	1
PTPRM	66398	696	-17	427920	115200	0	3	1	0	50	16	2708320	3.456252e-01	1
SLC38A10	2679984	197	27	337080	106440	0	1	1	0	39	2	1999040	3.456913e-01	1
KCTD2	1111289	171	31	74760	22920	0	1	0	0	50	9	1947880	3.458354e-01	1
LRRC37A3	802924	241	8	457520	136360	0	3	1	0	50	4	2513480	3.460156e-01	1
RIOK2	381706	614	28	165600	40920	0	1	0	0	50	6	3280640	3.463343e-01	1
COPS2	317456	528	8	137200	31160	0	1	0	0	50	6	2424680	3.463952e-01	1
TGIF1	444864	153	17	116280	38760	0	1	0	0	50	5	2777720	3.464116e-01	1
MFAP3L	136790	831	-4	114600	33480	0	1	0	0	50	3	1953280	3.465020e-01	1
HLA-F	484408	755	34	127160	36040	0	1	0	0	50	2	2050480	3.465540e-01	1
